"kegg_id","GeneName","GeneID"
"ecs:ECs_2403","transcriptional regulator","ECs_2403"
"ecs:ECs_2441","repressor of chb operon for N,N'-diacetylchitobiose utilization","ECs_2441"
"ecs:ECs_4027","ribosomal RNA small subunit methyltransferase I","ECs_4027"
"ecs:ECs_3178","hypothetical protein","ECs_3178"
"ecs:ECs_2450","succinylglutamate desuccinylase","ECs_2450"
"ecs:ECs_3489","hypothetical protein","ECs_3489"
"ecs:ECs_4318","Cd2+/Zn2+-exporting ATPase","ECs_4318"
"ecs:ECs_3552","fructose-1-P and 6-phosphogluconate phosphatase","ECs_3552"
"ecs:ECs_3717","type III secretion protein EprJ","ECs_3717"
"ecs:ECs_1401","hypothetical protein","ECs_1401"
"ecs:ECs_0680","leucyl-tRNA synthetase","ECs_0680"
"ecs:ECs_4808","alpha-D-glucose-1-phosphate phosphatase","ECs_4808"
"ecs:ECs_4632","sugar phosphate phosphatase","ECs_4632"
"ecs:ECs_3272","nucleoside transporter","ECs_3272"
"ecs:ECs_2155","T3SS secreted effector NleG","ECs_2155"
"ecs:ECs_5211","ribosome-associated UPF0307 family protein","ECs_5211"
"ecs:ECs_3364","exopolyphosphatase","ECs_3364"
"ecs:ECs_0565","allD operon transcriptional activator","ECs_0565"
"ecs:ECs_4105","cell division protein ZapE","ECs_4105"
"ecs:ECs_2165","phage minor tail protein","ECs_2165"
"ecs:ECs_1402","antirestriction protein","ECs_1402"
"ecs:ECs_1694","molybdenum transport protein","ECs_1694"
"ecs:ECs_2260","hypothetical protein","ECs_2260"
"ecs:ECs_5299","zinc-type alcohol dehydrogenase-like protein","ECs_5299"
"ecs:ECs_1696","methyltransferase","ECs_1696"
"ecs:ECs_3493","transposase","ECs_3493"
"ecs:ECs_1008","murein L,D-transpeptidase","ECs_1008"
"ecs:ECs_4388","Mg(2+) transport ATPase","ECs_4388"
"ecs:ECs_5188","DMT transporter family inner membrane protein","ECs_5188"
"ecs:ECs_3648","pseudogene","ECs_3648"
"ecs:ECs_1308","transposase","ECs_1308"
"ecs:ECs_1351","tellurium resistance protein TerZ","ECs_1351"
"ecs:ECs_1128","hydrogenase 1 small subunit","ECs_1128"
"ecs:ECs_1039","peptidase","ECs_1039"
"ecs:ECs_1921","aminobenzoyl-glutamate utilization protein B","ECs_1921"
"ecs:ECs_4131","methyltransferase for 50S ribosomal subunit protein L11","ECs_4131"
"ecs:ECs_4709","peptidyl-prolyl cis-trans isomerase C","ECs_4709"
"ecs:ECs_0916","repressor protein","ECs_0916"
"ecs:ECs_3937","inorganic triphosphatase","ECs_3937"
"ecs:ECs_R0114","tRNA-Ile","ECs_R0114"
"ecs:ECs_3418","dihydropteridine reductase","ECs_3418"
"ecs:ECs_1462","endoribonuclease","ECs_1462"
"ecs:ECs_1118","phage tail assembly protein","ECs_1118"
"ecs:ECs_3991","transporter","ECs_3991"
"ecs:ECs_0123","hypothetical protein","ECs_0123"
"ecs:ECs_2563","transcriptional regulator","ECs_2563"
"ecs:ECs_0007","amino acid carrier protein","ECs_0007"
"ecs:ECs_1858","modulator of Rnase II stability","ECs_1858"
"ecs:ECs_3591","hypothetical protein","ECs_3591"
"ecs:ECs_1046","DNA helicase IV","ECs_1046"
"ecs:ECs_2273","phage exclusion protein","ECs_2273"
"ecs:ECs_2548","serine/threonine-specific protein phosphatase 1","ECs_2548"
"ecs:ECs_4073","ABC transporter permease","ECs_4073"
"ecs:ECs_3491","IS629 transposase OrfB","ECs_3491"
"ecs:ECs_1914","universal stress protein UspE","ECs_1914"
"ecs:ECs_3779","proline aminopeptidase P II","ECs_3779"
"ecs:ECs_3061","multiphosphoryl transfer protein","ECs_3061"
"ecs:ECs_4240","intracellular growth attenuator protein IgaA","ECs_4240"
"ecs:ECs_5202","antitoxin of the ChpBS toxin-antitoxin system","ECs_5202"
"ecs:ECs_2619","membrane protein","ECs_2619"
"ecs:ECs_4498","heptosyltransferase II","ECs_4498"
"ecs:ECs_R0057","tRNA-Ile","ECs_R0057"
"ecs:ECs_0799","aconitase family protein","ECs_0799"
"ecs:ECs_3429","holo-[acyl-carrier-protein] synthase 1","ECs_3429"
"ecs:ECs_2076","outer membrane porin protein","ECs_2076"
"ecs:ECs_1845","hypothetical protein","ECs_1845"
"ecs:ECs_3960","transporter","ECs_3960"
"ecs:ECs_4896","tRNA m(5)U54 methyltransferase","ECs_4896"
"ecs:ECs_1373","IS1 family transposase InsA","ECs_1373"
"ecs:ECs_2372","multidrug efflux system transporter","ECs_2372"
"ecs:ECs_2871","outer membrane assembly protein AsmA","ECs_2871"
"ecs:ECs_1219","phage terminase","ECs_1219"
"ecs:ECs_2901","nucleoside transporter","ECs_2901"
"ecs:ECs_2066","pseudogene","ECs_2066"
"ecs:ECs_5704","pseudogene","ECs_5704"
"ecs:ECs_1338","transposase","ECs_1338"
"ecs:ECs_5415","hypothetical protein","ECs_5415"
"ecs:ECs_3039","dihydropyrimidine dehydrogenase subunit C","ECs_3039"
"ecs:ECs_3239","hypothetical protein","ECs_3239"
"ecs:ECs_0726","potassium translocating ATPase subunit A","ECs_0726"
"ecs:ECs_3931","motility and biofilm regulator","ECs_3931"
"ecs:ECs_5289","hypothetical protein","ECs_5289"
"ecs:ECs_2175","phage head-DNA stabilization protein","ECs_2175"
"ecs:ECs_0362","AidA-I family adhesin","ECs_0362"
"ecs:ECs_2867","colanic acid export protein","ECs_2867"
"ecs:ECs_2723","phage minor tail protein","ECs_2723"
"ecs:ECs_3772","hypothetical protein","ECs_3772"
"ecs:ECs_0227","type VI secretion system protein ImpI","ECs_0227"
"ecs:ECs_3101","oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions","ECs_3101"
"ecs:ECs_0833","phage minor tail protein","ECs_0833"
"ecs:ECs_3425","tRNA-specific adenosine deaminase","ECs_3425"
"ecs:ECs_3057","pseudouridine 5'-phosphate glycosidase","ECs_3057"
"ecs:ECs_3611","CRISPR-associated protein Cas5/CasD","ECs_3611"
"ecs:ECs_4078","periplasmic membrane-anchored LPS-binding protein","ECs_4078"
"ecs:ECs_0618","inner membrane protein","ECs_0618"
"ecs:ECs_3199","bifunctional folylpolyglutamate synthase/dihydrofolate synthase","ECs_3199"
"ecs:ECs_0606","hypothetical protein","ECs_0606"
"ecs:ECs_3386","bacterial alpha2-macroglobulin colonization factor ECAM","ECs_3386"
"ecs:ECs_0949","hypothetical protein","ECs_0949"
"ecs:ECs_5129","multidrug efflux system protein","ECs_5129"
"ecs:ECs_0081","acetolactate synthase 3 large subunit","ECs_0081"
"ecs:pO157p23","hypothetical protein","pO157p23"
"ecs:ECs_2401","acetoacetyl-CoA transferase beta subunit","ECs_2401"
"ecs:ECs_4731","Ser-type periplasmic non-aryl sulfatase","ECs_4731"
"ecs:ECs_1725","invasin","ECs_1725"
"ecs:ECs_1627","hypothetical protein","ECs_1627"
"ecs:ECs_2402","acyl-CoA dehydrogenase","ECs_2402"
"ecs:ECs_1464","ribosomal large subunit pseudouridine synthase C","ECs_1464"
"ecs:ECs_3290","pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase","ECs_3290"
"ecs:ECs_4272","membrane protein","ECs_4272"
"ecs:ECs_2426","threonyl-tRNA synthetase","ECs_2426"
"ecs:ECs_0488","lipoprotein","ECs_0488"
"ecs:ECs_0710","glutamyl-tRNA synthetase","ECs_0710"
"ecs:ECs_4886","acetylornithine deacetylase","ECs_4886"
"ecs:ECs_4390","acid-resistance protein HdeA","ECs_4390"
"ecs:ECs_1063","hypothetical protein","ECs_1063"
"ecs:ECs_1033","replication regulatory ABC-F family DNA-binding ATPase","ECs_1033"
"ecs:ECs_5260","DEAD/DEAH box helicase","ECs_5260"
"ecs:ECs_3374","BamABCDE complex OM biogenesis lipoprotein","ECs_3374"
"ecs:ECs_3437","anti-sigma E factor","ECs_3437"
"ecs:ECs_0778","quinolinate synthase subunit A","ECs_0778"
"ecs:ECs_4450","D-xylose ABC transporter dual domain ATPase","ECs_4450"
"ecs:ECs_2220","transposase","ECs_2220"
"ecs:ECs_1273","FidL-like protein","ECs_1273"
"ecs:ECs_3131","pseudogene","ECs_3131"
"ecs:ECs_3076","ATP-dependent helicase","ECs_3076"
"ecs:ECs_4654","pseudogene","ECs_4654"
"ecs:ECs_1005","chromosome condensin MukBEF kleisin-like subunit","ECs_1005"
"ecs:ECs_4089","aerobic respiration control sensor histidine protein kinase","ECs_4089"
"ecs:ECs_1411","alkaline phosphatase","ECs_1411"
"ecs:ECs_4351","phosphotransferase system enzyme IIB","ECs_4351"
"ecs:ECs_3214","adenine-specific methylase","ECs_3214"
"ecs:ECs_2360","lactoylglutathione lyase","ECs_2360"
"ecs:ECs_1727","two-component system sensor histidine kinase NarX","ECs_1727"
"ecs:ECs_4433","autotransporter beta-domain protein","ECs_4433"
"ecs:ECs_4168","30S ribosomal subunit protein S5","ECs_4168"
"ecs:ECs_2959","IS629 transposase OrfB","ECs_2959"
"ecs:ECs_0201","DL-methionine transporter subunit","ECs_0201"
"ecs:ECs_4256","Fe/S biogenesis protein","ECs_4256"
"ecs:ECs_5159","hypothetical protein","ECs_5159"
"ecs:ECs_4423","dipeptide/heme ABC transporter permease","ECs_4423"
"ecs:ECs_5067","regulatory protein","ECs_5067"
"ecs:ECs_1646","phage tail assembly protein","ECs_1646"
"ecs:ECs_3430","pyridoxine 5'-phosphate synthase","ECs_3430"
"ecs:ECs_1721","calcium/sodium:proton antiporter","ECs_1721"
"ecs:ECs_2898","D-tagatose 1,6-bisphosphate aldolase 2 subunit","ECs_2898"
"ecs:ECs_3247","multidrug resistance efflux pump membrane fusion protein","ECs_3247"
"ecs:ECs_4687","protoheme IX farnesyltransferase","ECs_4687"
"ecs:ECs_3521","L-2-hydroxyglutarate oxidase","ECs_3521"
"ecs:ECs_2527","PTS system mannose-specific IIAB component","ECs_2527"
"ecs:ECs_1635","phage major capsid protein","ECs_1635"
"ecs:ECs_4778","protoporphyrinogen oxidase","ECs_4778"
"ecs:ECs_3707","hypothetical protein","ECs_3707"
"ecs:ECs_3213","chorismate synthase","ECs_3213"
"ecs:ECs_3479","lipoprotein component of BamABCDE OM biogenesis complex","ECs_3479"
"ecs:ECs_R0043","tRNA-Lys","ECs_R0043"
"ecs:ECs_5365","hypothetical protein","ECs_5365"
"ecs:ECs_3895","aldehyde reductase","ECs_3895"
"ecs:ECs_4227","phosphoglycolate phosphatase","ECs_4227"
"ecs:ECs_4559","T3SS intimin","ECs_4559"
"ecs:ECs_1778","phage antiterminator","ECs_1778"
"ecs:ECs_1880","psp operon transcriptional activator","ECs_1880"
"ecs:ECs_2761","hypothetical protein","ECs_2761"
"ecs:ECs_1220","phage terminase large subunit","ECs_1220"
"ecs:ECs_0128","glucose dehydrogenase","ECs_0128"
"ecs:ECs_3836","tRNA m(7)G46 methyltransferase","ECs_3836"
"ecs:ECs_2003","membrane-anchored protein","ECs_2003"
"ecs:ECs_4880","glycine radical domain-containing pyruvate formate-lyase","ECs_4880"
"ecs:ECs_4488","glutaredoxin 3","ECs_4488"
"ecs:ECs_4018","N-acetylgalactosamine-specific enzyme IIB component of PTS","ECs_4018"
"ecs:ECs_3620","6-pyruvoyl tetrahydrobiopterin synthase","ECs_3620"
"ecs:ECs_3720","transcriptional regulator","ECs_3720"
"ecs:ECs_4163","30S ribosomal subunit protein S13","ECs_4163"
"ecs:ECs_0762","glutamate mutase E","ECs_0762"
"ecs:ECs_2760","hypothetical protein","ECs_2760"
"ecs:ECs_1780","DNA methylase","ECs_1780"
"ecs:pO157p12","EtpM","pO157p12"
"ecs:ECs_1995","T3SS secreted effector NleG","ECs_1995"
"ecs:ECs_0588","cysteinyl-tRNA synthetase","ECs_0588"
"ecs:ECs_5328","hypothetical protein","ECs_5328"
"ecs:ECs_5102","melibiose:sodium symporter","ECs_5102"
"ecs:ECs_1153","TorA-maturation chaperone","ECs_1153"
"ecs:ECs_1077","hypothetical protein","ECs_1077"
"ecs:ECs_0282","phage tail fiber assembly protein","ECs_0282"
"ecs:ECs_4882","enzyme IIB component of PTS","ECs_4882"
"ecs:ECs_4036","GIY-YIG nuclease","ECs_4036"
"ecs:ECs_4533","transporter","ECs_4533"
"ecs:ECs_3689","inner membrane protein","ECs_3689"
"ecs:ECs_0991","5-enolpyruvylshikimate-3-phosphate synthetase","ECs_0991"
"ecs:ECs_5041","single-stranded DNA-binding protein","ECs_5041"
"ecs:ECs_5131","beta-lactamase","ECs_5131"
"ecs:ECs_2791","transposase","ECs_2791"
"ecs:ECs_3492","pseudogene","ECs_3492"
"ecs:ECs_5233","acetyltransferase","ECs_5233"
"ecs:ECs_R0014","16S ribosomal RNA","ECs_R0014"
"ecs:ECs_3175","5'-nucleotidase","ECs_3175"
"ecs:ECs_5329","16S rRNA m(2)G1207 methyltransferase","ECs_5329"
"ecs:ECs_4847","hypothetical protein","ECs_4847"
"ecs:ECs_3510","DNA-binding protein","ECs_3510"
"ecs:ECs_1133","hydrogenase-1 protein nickel incorporation factor","ECs_1133"
"ecs:ECs_2925","hypothetical protein","ECs_2925"
"ecs:ECs_2304","peptidase","ECs_2304"
"ecs:ECs_3032","regulatory protein","ECs_3032"
"ecs:ECs_3092","cytochrome c-type protein NapB","ECs_3092"
"ecs:ECs_2545","16S rRNA m(5)C1407 methyltransferase","ECs_2545"
"ecs:ECs_1479","PTS system glucose-specific IIBC component","ECs_1479"
"ecs:ECs_4788","GTPase activator","ECs_4788"
"ecs:ECs_0252","predicted toxin of the YafQ-DinJ toxin-antitoxin system","ECs_0252"
"ecs:ECs_2841","uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase","ECs_2841"
"ecs:ECs_1716","peptide chain release factor RF-1","ECs_1716"
"ecs:ECs_2524","membrane-anchored cyclic-di-GMP phosphodiesterase","ECs_2524"
"ecs:ECs_4273","glycogen phosphorylase","ECs_4273"
"ecs:ECs_5279","minor component of type 1 fimbriae","ECs_5279"
"ecs:ECs_0966","inhibitor of DNA replication cold shock protein homolog","ECs_0966"
"ecs:ECs_2042","antitoxin for the HicAB toxin-antitoxin system","ECs_2042"
"ecs:ECs_4447","xylulokinase","ECs_4447"
"ecs:ECs_3148","O-succinylbenzoate-CoA ligase","ECs_3148"
"ecs:ECs_0671","rare lipoprotein A","ECs_0671"
"ecs:ECs_3659","L-1,2-propanediol oxidoreductase","ECs_3659"
"ecs:ECs_4424","dipeptide/heme ABC transporter periplasmic binding protein","ECs_4424"
"ecs:ECs_3105","phosphotransfer intermediate protein in two-component regulatory system with RcsBC","ECs_3105"
"ecs:ECs_0992","peptidase-related chaperone","ECs_0992"
"ecs:ECs_1740","thymidine kinase/deoxyuridine kinase","ECs_1740"
"ecs:ECs_1112","phage minor tail protein","ECs_1112"
"ecs:ECs_0053","CcdB-like protein","ECs_0053"
"ecs:ECs_5226","oxidoreductase","ECs_5226"
"ecs:ECs_R0013","5S ribosomal RNA","ECs_R0013"
"ecs:ECs_4123","cell wall structural complex MreBCD actin-like component MreB","ECs_4123"
"ecs:ECs_0427","peptide antibiotic transporter","ECs_0427"
"ecs:ECs_5122","transporter","ECs_5122"
"ecs:pO157p44","hypothetical protein","pO157p44"
"ecs:ECs_4024","transposase","ECs_4024"
"ecs:ECs_3482","tmRNA-binding trans-translation protein","ECs_3482"
"ecs:ECs_0245","hypothetical protein","ECs_0245"
"ecs:ECs_3082","two-component regulatory system response regulator NarP","ECs_3082"
"ecs:ECs_0269","gamma-glutamate kinase","ECs_0269"
"ecs:ECs_0045","electron transfer flavoprotein FixB","ECs_0045"
"ecs:ECs_4047","tRNA pseudouridine synthase B","ECs_4047"
"ecs:ECs_5186","D-alanine/D-serine/glycine transporter","ECs_5186"
"ecs:ECs_3042","methyl-galactoside transporter subunit","ECs_3042"
"ecs:ECs_3882","hydrogenase 2 small subunit","ECs_3882"
"ecs:ECs_1131","hydrogenase 1 maturation protease","ECs_1131"
"ecs:ECs_0677","nicotinic acid mononucleotide adenylyltransferase","ECs_0677"
"ecs:ECs_1438","biofilm regulator","ECs_1438"
"ecs:ECs_0206","S-adenosyl-L-methionine-dependent methyltransferase","ECs_0206"
"ecs:pO157p11","EtpL","pO157p11"
"ecs:ECs_2334","oriC-binding nucleoid-associated protein","ECs_2334"
"ecs:ECs_3684","thymidylate synthetase","ECs_3684"
"ecs:ECs_4421","dipeptide/heme ABC transporter ATPase","ECs_4421"
"ecs:ECs_1016","aliphatic sulfonate ABC transporter ATPase","ECs_1016"
"ecs:ECs_4535","IS602 transposase","ECs_4535"
"ecs:ECs_4409","cyclic-di-GMP phosphodiesterase","ECs_4409"
"ecs:ECs_1312","complement resistance protein precursor TraT","ECs_1312"
"ecs:ECs_5155","exoribonuclease R","ECs_5155"
"ecs:ECs_2143","transcriptional regulator","ECs_2143"
"ecs:ECs_4760","carboxymethylenebutenolidase","ECs_4760"
"ecs:ECs_4861","transcriptional regulator","ECs_4861"
"ecs:ECs_1076","phage exclusion protein","ECs_1076"
"ecs:ECs_0435","diguanylate cyclase","ECs_0435"
"ecs:ECs_2237","phage tail assembly protein","ECs_2237"
"ecs:ECs_3711","pseudogene","ECs_3711"
"ecs:ECs_4155","NAD-binding component of TrK potassium transporter","ECs_4155"
"ecs:ECs_2766","phage repressor protein CI","ECs_2766"
"ecs:ECs_3884","hydrolase","ECs_3884"
"ecs:ECs_5336","DNase","ECs_5336"
"ecs:ECs_4800","alpha-glucosidase","ECs_4800"
"ecs:ECs_0535","hypothetical protein","ECs_0535"
"ecs:ECs_3866","transposase","ECs_3866"
"ecs:ECs_2808","hypothetical protein","ECs_2808"
"ecs:ECs_3896","2,5-diketo-D-gluconate reductase A","ECs_3896"
"ecs:ECs_4696","multidrug or homocysteine efflux system","ECs_4696"
"ecs:ECs_5344","transcriptional regulator","ECs_5344"
"ecs:ECs_4355","aldolase","ECs_4355"
"ecs:ECs_5135","anaerobic fumarate reductase catalytic and NAD/flavoprotein subunit","ECs_5135"
"ecs:ECs_2393","1,4-dihydroxy-2-naphthoyl-CoA hydrolase","ECs_2393"
"ecs:ECs_0507","outer membrane lipoprotein","ECs_0507"
"ecs:ECs_4770","transcription antitermination protein","ECs_4770"
"ecs:ECs_3830","dITP/XTP pyrophosphatase","ECs_3830"
"ecs:ECs_5777","entericidin B membrane lipoprotein","ECs_5777"
"ecs:ECs_4166","50S ribosomal subunit protein L15","ECs_4166"
"ecs:ECs_0343","reactive chlorine species-specific activator of the rcl genes","ECs_0343"
"ecs:ECs_1034","paraquat-inducible protein A","ECs_1034"
"ecs:ECs_0434","phosphate starvation-inducible protein PsiF","ECs_0434"
"ecs:ECs_0126","hypothetical protein","ECs_0126"
"ecs:ECs_R0021","23S ribosomal RNA","ECs_R0021"
"ecs:ECs_4756","pyridoxal phosphate phosphatase","ECs_4756"
"ecs:ECs_0978","seryl-tRNA synthetase","ECs_0978"
"ecs:ECs_5144","tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein","ECs_5144"
"ecs:ECs_2752","hypothetical protein","ECs_2752"
"ecs:ECs_1330","50S ribosomal protein L31 type B","ECs_1330"
"ecs:ECs_1305","IS-excision enhancer IEE","ECs_1305"
"ecs:ECs_0993","cytidylate kinase","ECs_0993"
"ecs:ECs_4038","SCP-2 sterol transfer family protein","ECs_4038"
"ecs:ECs_4734","uroporphyrinogen III synthase","ECs_4734"
"ecs:ECs_3837","adenine DNA glycosylase","ECs_3837"
"ecs:ECs_3079","hypothetical protein","ECs_3079"
"ecs:ECs_2656","ABC family inner membrane permease","ECs_2656"
"ecs:ECs_5406","phage head-tail joining protein","ECs_5406"
"ecs:ECs_3183","NUDIX hydrolase","ECs_3183"
"ecs:ECs_0244","hypothetical protein","ECs_0244"
"ecs:ECs_3420","two-component regulatory system response regulator glrR","ECs_3420"
"ecs:ECs_0139","fimbrial protein","ECs_0139"
"ecs:ECs_1496","lipoprotein-releasing system transmembrane protein","ECs_1496"
"ecs:ECs_4750","hypothetical protein","ECs_4750"
"ecs:ECs_4193","30S ribosomal subunit protein S12","ECs_4193"
"ecs:ECs_4869","aspartokinase/homoserine dehydrogenase II","ECs_4869"
"ecs:ECs_4085","phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system","ECs_4085"
"ecs:ECs_0052","CcdA-like protein","ECs_0052"
"ecs:ECs_3389","aminopeptidase B","ECs_3389"
"ecs:pO157p22","recombinase","pO157p22"
"ecs:ECs_3403","hca operon transcriptional regulator","ECs_3403"
"ecs:ECs_1737","response regulator","ECs_1737"
"ecs:ECs_0418","transcription regulator","ECs_0418"
"ecs:ECs_2272","hypothetical protein","ECs_2272"
"ecs:ECs_3988","redox-sensitive bicupin","ECs_3988"
"ecs:ECs_0233","type VI secretion system protein ImpB","ECs_0233"
"ecs:ECs_4449","D-xylose transporter subunit","ECs_4449"
"ecs:ECs_4458","permease","ECs_4458"
"ecs:ECs_0995","integration host factor DNA-binding protein beta subunit","ECs_0995"
"ecs:ECs_0786","galactose-1-phosphate uridylyltransferase","ECs_0786"
"ecs:ECs_3222","fimbrial-like adhesin protein","ECs_3222"
"ecs:ECs_0218","type VI secretion system protein ImpL","ECs_0218"
"ecs:ECs_4492","polysaccharide deacetylase","ECs_4492"
"ecs:ECs_4434","3-methyl-adenine DNA glycosylase I","ECs_4434"
"ecs:ECs_2580","carboxy-SAM synthase","ECs_2580"
"ecs:ECs_5355","hypothetical protein","ECs_5355"
"ecs:ECs_2790","transposase","ECs_2790"
"ecs:ECs_2421","phenylalanine tRNA synthetase alpha subunit","ECs_2421"
"ecs:ECs_2396","DNA-binding protein","ECs_2396"
"ecs:ECs_1660","transposase","ECs_1660"
"ecs:ECs_0478","oxidative stress resistance chaperone","ECs_0478"
"ecs:ECs_R0060","tRNA-Ile","ECs_R0060"
"ecs:ECs_0363","c-di-GMP-specific phosphodiesterase","ECs_0363"
"ecs:ECs_0205","endo/exonuclease/phosphatase family protein","ECs_0205"
"ecs:ECs_0345","iron-sulfur cluster-binding protein","ECs_0345"
"ecs:ECs_5264","DNA helicase","ECs_5264"
"ecs:ECs_1720","3-deoxy-D-manno-octulosonate 8-phosphate synthase","ECs_1720"
"ecs:ECs_1495","lipoprotein-releasing system ATP-binding protein","ECs_1495"
"ecs:ECs_3023","DedA family inner membrane protein","ECs_3023"
"ecs:ECs_3962","alpha-glucosidase","ECs_3962"
"ecs:ECs_1090","IS629 transposase","ECs_1090"
"ecs:ECs_3240","resolvase","ECs_3240"
"ecs:ECs_2039","peptidase","ECs_2039"
"ecs:ECs_0999","hypothetical protein","ECs_0999"
"ecs:ECs_1010","hypothetical protein","ECs_1010"
"ecs:ECs_3112","hypothetical protein","ECs_3112"
"ecs:ECs_0471","phosphatidylglycerophosphatase A","ECs_0471"
"ecs:ECs_4427","minor fimbrial subunit","ECs_4427"
"ecs:ECs_2947","phage minor tail protein","ECs_2947"
"ecs:ECs_3979","hypothetical protein","ECs_3979"
"ecs:ECs_2695","hypothetical protein","ECs_2695"
"ecs:ECs_3778","2-octaprenyl-6-methoxyphenol hydroxylase","ECs_3778"
"ecs:ECs_5266","hypothetical protein","ECs_5266"
"ecs:ECs_4377","outer membrane lipoprotein","ECs_4377"
"ecs:ECs_4503","lipopolysaccharide core biosynthesis protein WaaY","ECs_4503"
"ecs:ECs_0878","glycosyl transferase","ECs_0878"
"ecs:ECs_3462","chorismate mutase and prephenate dehydratase","ECs_3462"
"ecs:ECs_3535","alkylhydroperoxidase","ECs_3535"
"ecs:ECs_1994","T3SS secreted effector NleG","ECs_1994"
"ecs:ECs_4543","pseudogene","ECs_4543"
"ecs:ECs_3522","succinate-semialdehyde dehydrogenase I","ECs_3522"
"ecs:ECs_3109","pseudogene","ECs_3109"
"ecs:ECs_0404","2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase","ECs_0404"
"ecs:ECs_1035","paraquat-inducible protein B","ECs_1035"
"ecs:ECs_2905","glycosyl hydrolase","ECs_2905"
"ecs:ECs_2222","hypothetical protein","ECs_2222"
"ecs:ECs_4894","transcriptional repressor","ECs_4894"
"ecs:ECs_2312","dihydromonapterin reductase","ECs_2312"
"ecs:ECs_0297","phage polarity suppression protein","ECs_0297"
"ecs:ECs_0470","thiamine monophosphate kinase","ECs_0470"
"ecs:ECs_4877","PTS fructose transporter subunit IIA","ECs_4877"
"ecs:ECs_4176","30S ribosomal subunit protein S17","ECs_4176"
"ecs:ECs_4550","T3SS secreted effector EspF","ECs_4550"
"ecs:ECs_4638","50S ribosomal subunit protein L34","ECs_4638"
"ecs:ECs_0172","translation elongation factor EF-Ts","ECs_0172"
"ecs:ECs_1129","hydrogenase 1 large subunit","ECs_1129"
"ecs:ECs_1650","phage side tail fiber protein","ECs_1650"
"ecs:ECs_1779","hypothetical protein","ECs_1779"
"ecs:ECs_4312","cell division ATP-binding protein","ECs_4312"
"ecs:ECs_2388","component of SufBCD Fe-S cluster assembly scaffold","ECs_2388"
"ecs:ECs_4846","inner membrane protein","ECs_4846"
"ecs:ECs_2521","aminodeoxychorismate synthase subunit I","ECs_2521"
"ecs:ECs_3378","cytoskeletal protein RodZ","ECs_3378"
"ecs:ECs_4066","octaprenyl diphosphate synthase","ECs_4066"
"ecs:ECs_1870","antimicrobial peptide transport ABC transporter permease","ECs_1870"
"ecs:ECs_R0019","5S ribosomal RNA","ECs_R0019"
"ecs:ECs_0074","transcriptional activator","ECs_0074"
"ecs:ECs_0996","DNA internalization-related competence protein ComEC/Rec2","ECs_0996"
"ecs:ECs_4708","ketol-acid reductoisomerase","ECs_4708"
"ecs:ECs_3571","PTS system cellobiose/arbutin/salicin-specific IIBC component","ECs_3571"
"ecs:ECs_0078","2-isopropylmalate synthase","ECs_0078"
"ecs:ECs_4575","T3SS structure protein EscC","ECs_4575"
"ecs:ECs_1846","DNA topoisomerase I","ECs_1846"
"ecs:ECs_2948","phage minor tail protein","ECs_2948"
"ecs:ECs_2373","putative enzyme","ECs_2373"
"ecs:ECs_5077","ribose 1,5-bisphosphokinase","ECs_5077"
"ecs:ECs_4688","hexameric AAA+ MoxR family ATPase","ECs_4688"
"ecs:ECs_4130","sodium/pantothenate symporter","ECs_4130"
"ecs:ECs_4030","DnaA initiator-associating factor for replication initiation","ECs_4030"
"ecs:ECs_0461","transcriptional regulator","ECs_0461"
"ecs:ECs_2400","3-dehydroquinate dehydratase","ECs_2400"
"ecs:ECs_4920","uroporphyrinogen decarboxylase","ECs_4920"
"ecs:ECs_1140","O-antigen capsule production periplasmic protein","ECs_1140"
"ecs:ECs_4102","stringent starvation protein A","ECs_4102"
"ecs:ECs_0429","inner membrane protein","ECs_0429"
"ecs:ECs_3153","isochorismate synthase 2","ECs_3153"
"ecs:ECs_0840","phage tail assembly protein","ECs_0840"
"ecs:ECs_4924","lipoprotein","ECs_4924"
"ecs:ECs_3363","polyphosphate kinase","ECs_3363"
"ecs:ECs_4547","ISEc8 transposase","ECs_4547"
"ecs:ECs_4701","livGEDA operon leader peptide","ECs_4701"
"ecs:ECs_2440","6-phospho-beta-glucosidase","ECs_2440"
"ecs:ECs_0700","2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase","ECs_0700"
"ecs:ECs_1757","integrase","ECs_1757"
"ecs:ECs_4223","fructoselysine 3-epimerase","ECs_4223"
"ecs:ECs_3981","inner membrane protein","ECs_3981"
"ecs:ECs_0136","hypothetical protein","ECs_0136"
"ecs:ECs_3731","type III secretion protein EivA","ECs_3731"
"ecs:ECs_4387","ATP-binding component of hemin transport system","ECs_4387"
"ecs:ECs_2757","hypothetical protein","ECs_2757"
"ecs:ECs_3037","hypothetical protein","ECs_3037"
"ecs:ECs_1469","3-oxoacyl-[acyl-carrier-protein] synthase III","ECs_1469"
"ecs:ECs_4448","D-xylose isomerase","ECs_4448"
